#,Type,DocNum,Description,Custom Entry,AddID,CardName,TaxDate,NumAtCard,U_CUINNUMBER,Taxable Amount,VAT AMOUNT
10893,Local,1713200,Goods & Services,,P051737765Z,R D ENTERPRISES LTD,09/08/2023,3329,0040794290000000506,119000,19040
10894,Local,1713201,Goods & Services,,P000592722P,FARMERS CHOICE LTD,10/08/2023,SI+N000281952,0090541490000050861,29760.81,4761.73
10895,Local,1713202,Goods & Services,,P051207001L,GREENFOREST FOODS,10/08/2023,54168,0430199200000007228,21958.81,3513.41
10896,Local,1713203,Goods & Services,,P051101477P,HUSEINI BAKERY LTD,10/08/2023,35323,0172171000000000044,8641.38,1382.62
10897,Local,1713204,Goods & Services,,P051550904U,BUDGET MEALS COMPANY LTD,12/08/2023,0499,0040552120000000499,6912,1105.92
10898,Local,1713205,Goods & Services,,P051115895J,KENAFRIC BAKERY LTD,14/08/2023,942246,0010195680000090644,2629.5,420.72
10899,Local,1713206,Goods & Services,,P051185361B,DOMAINE KENYA LTD,11/08/2023,000265,0430835760000000265,26379.31,4220.69
10900,Local,1713207,Goods & Services,,P051226518W,SALIM WAZARAN KENYA CO. LTD,10/08/2023,SDM-PSI0234686,0040095340000007164,12176.81,1948.29
10901,Local,1713208,Goods & Services,,P051103075Q,DPL FESTIVE  LIMITED,12/08/2023,5372948,0020108540000249780,3541.5,566.64
10902,Local,1713209,Goods & Services,,P000611389V,P Z CUSSONS AND COMPANY LTD HQ,14/08/2023,GRT REVESED480,0110167920000008108,4469,715.04
10903,Local,1713210,Goods & Services,,P051222425N,SBC KENYA LIMITED,14/08/2023,NBPSIN162936,0190431300000005269,5586.19,893.79
10904,Local,1713211,Goods & Services,,P000611389V,P Z CUSSONS AND COMPANY LTD HQ,14/08/2023,112297277,0110167920000008108,35314.69,5650.35
10905,Local,1713212,Goods & Services,,P051107657E,BURHANI BAKERS,04/08/2023,8387,0190444250000003208,3861.44,617.83
10906,Local,1713213,Goods & Services,,P051112721G,MERIT AFRICA LTD,03/08/2023,126728,0110164060000010485,32613.75,5218.2
10907,Local,1713214,Goods & Services,,P051112721G,MERIT AFRICA LTD,03/08/2023,126727,0110164060000010480,12171,1947.36
10908,Local,1713216,Goods & Services,,P051112721G,MERIT AFRICA LTD,03/08/2023,126724,0110164060000010479,36078.69,5772.59
10909,Local,1713219,Goods & Services,,P000591311A,EAST AFRICA UNILEVER  K  U L,06/08/2023,5230252451,0110161060000006900,30238.13,4838.1
10910,Local,1713220,Goods & Services,,P051129234X,LABOREX KENYA LTD,03/08/2023,00-751380-00,0040095360000117177,7394.38,1183.1
10911,Local,1713221,Goods & Services,,P051678644V,ANTONIA  STOGDALE  LTD SR,04/08/2023,285,0430568000000000673,28689.44,4590.31
10912,Local,1713222,Goods & Services,,P000601924H,BIO FOOD PRODUCTS LTD,08/08/2023,4009285,0190980270000013954,24964.81,3994.37
10913,Local,1713223,Goods & Services,,P051988514S,SUPER DUPER BARGAINS LTD SR,08/08/2023,1937,0190434340000001204,25356,4056.96
10914,Local,1713224,Goods & Services,,P000611685U,JAK INDUSTRIES LTD 2ND ACC SR,17/07/2023,26533,0430205880000001395,46670,7467.2
10915,Local,1713227,Goods & Services,,P051116172X,BROOKSIDE DAIRY,08/08/2023,2308081495,0040095410000314361,23672.31,3787.57
10916,Local,1713228,Goods & Services,,P000591311A,EAST AFRICA UNILEVER  K  U L,31/07/2023,5230252144,0110161060000006636,128731.63,20597.06
10917,Local,1713229,Goods & Services,,P000591311A,EAST AFRICA UNILEVER  K  U L,08/08/2023,5230252590,0110161060000007023,322205.5,51552.88
10918,Local,1713230,Goods & Services,,P051564009Z,JADE CONCEPTS LIMITED,10/08/2023,JCLIN-121523,0020112730000001025,24721.56,3955.45
10919,Local,1713232,Goods & Services,,P000592785G,TWIGA STATIONERS AND PRINTERS LTD,05/08/2023,669125,0010193140000022424,8540.94,1366.55
10920,Local,1713233,Goods & Services,,P000614512G,REGAL PHARMACEUTICALS LIMITED,07/08/2023,32531,0010193270000003459,3032.38,485.18
10921,Local,1713234,Goods & Services,,P000611792U,GLACIER PRODUCTS LTD G P,04/08/2023,441693,0190438080000029096,11327.56,1812.41
10922,Local,1713235,Goods & Services,,P051137476I,HASBAH KENYA LTD P AND G,11/08/2023,NBIINV1075481,0090972930000021300,22922.88,3667.66
10923,Local,1713236,Goods & Services,,P051137476I,HASBAH KENYA LTD CADBURY,11/08/2023,NBIINV1075293,0090972930000021072,28777.31,4604.37
10924,Local,1713237,Goods & Services,,P051137476I,HASBAH KENYA LTD,12/08/2023,NBIINV1075537,0090972930000021375,18914.63,3026.34
10925,Local,1713239,Goods & Services,,P051115895J,KENAFRIC BAKERY LTD,13/08/2023,941445,0010195680000090412,1772,283.52
10926,Local,1713240,Goods & Services,,P051216674J,DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,13/08/2023,9730259827,0040094810000156935,3099.56,495.93
10927,Local,1713242,Goods & Services,,P051590019T,KAPUTEI FARM P LIMITED,09/08/2023,23715,0090969860000003779,13255.56,2120.89
10928,Local,1713244,Goods & Services,,P000591311A,EAST AFRICA UNILEVER  K  U L,08/08/2023,5230252523,0110161060000006966,258319.94,41331.19
10929,Local,1713245,Goods & Services,,P051137476I,HASBAH KENYA LTD P AND G,11/08/2023,NBIINV1075421,0090972930000021226,74634.5,11941.52
10930,Local,1713246,Goods & Services,,P051137476I,HASBAH KENYA LTD,11/08/2023,NBIINV1075402,0090972930000021205,42092.69,6734.83
10931,Local,1713247,Goods & Services,,P000596923C,EXCEL CHEMICALS LTD,07/08/2023,978978,0190980290000001557,60376.81,9660.29
10932,Local,1713248,Goods & Services,,P051126512L,AQUAMIST LIMITED,12/08/2023,90229954,0110392400000066172,67363.19,10778.11
10933,Local,1713249,Goods & Services,,P051550904U,BUDGET MEALS COMPANY LTD,12/08/2023,0490,0040552120000000490,17820,2851.2
10934,Local,1713250,Goods & Services,,P051137476I,HASBAH KENYA LTD CADBURY,11/08/2023,NBIINV1075401,0090972930000021204,56814.63,9090.34
10935,Local,1713251,Goods & Services,,P051216674J,DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,12/08/2023,9730259702,0040094810000156764,6753.31,1080.53
10936,Local,1713252,Goods & Services,,P051115895J,KENAFRIC BAKERY LTD,13/08/2023,941412,0010195680000090377,1893,302.88
10937,Local,1713253,Goods & Services,,P051115895J,KENAFRIC BAKERY LTD,14/08/2023,942134,0010195680000090606,993,158.88
10938,Local,1713254,Goods & Services,,P051690335B,BEST BUY COMMODITY LIMITED,10/08/2023,129901,0110167060000009764,44714.94,7154.39
10939,Local,1713256,Goods & Services,,P000592785G,TWIGA STATIONERS AND PRINTERS LTD,10/08/2023,669485,0010193140000022796,4342.94,694.87
10940,Local,1713257,Goods & Services,,P051580429B,ALPHAJIRI LIMITED SR,09/08/2023,AUG23-01FP,1821919640000000186,16163,2586.08
10941,Local,1713258,Goods & Services,,P000610180L,KENYA TEA PACKERS KETEPA,11/08/2023,000271376,0020001490000010346,74657.31,11945.17
10942,Local,1713259,Goods & Services,,P051518186U,MIG TRADING COM LTD,14/08/2023,7530,0040010510000000853,7163.81,1146.21
10943,Local,1713260,Goods & Services,,P051428833J,KALON FOODS LIMITED,14/08/2023,KF41299,0110640400000007043,24679.31,3948.69
10944,Local,1713261,Goods & Services,,P000611792U,GLACIER PRODUCTS LTD G P,03/08/2023,441457,0190980220000004138,9581.94,1533.11
10945,Local,1713262,Goods & Services,,P051137476I,HASBAH KENYA LTD,11/08/2023,NBIINV1075441,0090972930000021249,96802.88,15488.46
10946,Local,1713263,Goods & Services,,P000611756Q,COCA COLA NAIROBI BOTTLERS LIMITED,02/08/2023,1222263221,0110604280000061340,19918.81,3187.01
10947,Local,1713264,Goods & Services,,P051137476I,HASBAH KENYA LTD CADBURY,11/08/2023,NBIINV1075408,0090972930000021213,78947.06,12631.53
10948,Local,1713265,Goods & Services,,P051116172X,BROOKSIDE DAIRY,11/08/2023,2308120785,0040095410000318168,49756,7960.96
10949,Local,1713266,Goods & Services,,P051695902K,VIPINGO INDUSTRIES LTD,11/08/2023,IN/NRB1100000389,0110607980000009374,24662,3945.92
10950,Local,1713267,Goods & Services,,P051103075Q,DPL FESTIVE  LIMITED,11/08/2023,5369329,0020108540000249029,10091.88,1614.7
10951,Local,1713268,Goods & Services,,P051222425N,SBC KENYA LIMITED,29/07/2023,NBPSIN162549,0190431300000004918,6827.56,1092.41
10952,Local,1713269,Goods & Services,,P000600826J,BIDCO AFRICA LTD BEVERAGE,03/08/2023,91465673,0090969710000009768,5702.25,912.36
10953,Local,1713270,Goods & Services,,P000600826J,BIDCO AFRICA LTD,08/08/2023,91466294,0090969730000023941,481804.56,77088.73
10954,Local,1713271,Goods & Services,,P000618532X,AFRICAN COTTON INDUSTRIES LTD,10/08/2023,150997,0040075220000011099,87134.25,13941.48
10955,Local,1713273,Goods & Services,,P000611792U,GLACIER PRODUCTS LTD G P,04/08/2023,441683,0190980220000004261,5586.19,893.79
10956,Local,1713275,Goods & Services,,P051678644V,ANTONIA  STOGDALE  LTD SR,11/08/2023,2881,0430568000000000687,16045.75,2567.32
10957,Local,1713276,Goods & Services,,P051133389C,MILL BAKERS LIMITED,11/08/2023,C161571,0040078680000070655,9362.06,1497.93
10958,Local,1713278,Goods & Services,,P000601924H,BIO FOOD PRODUCTS LTD,11/08/2023,1059714,0190980270000014634,17176.56,2748.25
10959,Local,1713280,Goods & Services,,P051152671V,NEW KCC LTD,11/08/2023,95103090,0190428740000093591,2490.75,398.52
10960,Local,1713281,Goods & Services,,P051116172X,BROOKSIDE DAIRY,10/08/2023,2308111152,0040095420000343278,9203.88,1472.62
10961,Local,1713282,Goods & Services,,P051590019T,KAPUTEI FARM P LIMITED,09/08/2023,23706,0090969860000003771,28540.19,4566.43
10962,Local,1713283,Goods & Services,,P000599514A,ALISON PRODUCTS LTD,11/08/2023,58334,0190978710000009186,33679.44,5388.71
