#,Type,DocNum,Description,Custom Entry,AddID,CardName,TaxDate,NumAtCard,U_CUINNUMBER,Taxable Amount,VAT AMOUNT
110,Local,1728713,Goods & Services,,P000611756Q,COCA COLA NAIROBI BOTTLERS LIMITED,30/08/2023,1222329688,0110604280000068016,153522,24563.52
111,Local,1728714,Goods & Services,,P051216674J,DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,28/08/2023,9730264177,0040094810000165996,15755.13,2520.82
112,Local,1728715,Goods & Services,,P051609019G,CALIBER FOODS LIMITED,28/08/2023,7143,0040016430000003640,8993.13,1438.9
113,Local,1728716,Goods & Services,,P051115895J,KENAFRIC BAKERY LTD,29/08/2023,954465,0010195680000098090,1186.5,189.84
114,Local,1728717,Goods & Services,,P051103075Q,DPL FESTIVE  LIMITED,28/08/2023,5398409,0020108550000330271,4692.19,750.75
115,Local,1728718,Goods & Services,,P000599514A,ALISON PRODUCTS LTD,25/08/2023,58615,0190978710000009790,20301.94,3248.31
116,Local,1728719,Goods & Services,,P000600826J,BIDCO AFRICA LTD BEVERAGE,28/08/2023,91468643,0090969710000010790,23527.81,3764.45
117,Local,1728720,Goods & Services,,P051935233K,MY FROZEN SUPPLIES SR,29/08/2023,INV/2023/832,0110377660000000832,7638,1222.08
118,Local,1728721,Goods & Services,,P051550904U,BUDGET MEALS COMPANY LTD,26/08/2023,0514,0040552120000000514,10206,1632.96
119,Local,1728722,Goods & Services,,P051216674J,DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,26/08/2023,9730263601,0040094810000165652,39842.25,6374.76
120,Local,1728723,Goods & Services,,P000601924H,BIO FOOD PRODUCTS LTD,27/08/2023,1061931,0190979930000002286,25814.25,4130.28
121,Local,1728724,Goods & Services,,P051115895J,KENAFRIC BAKERY LTD,27/08/2023,952760,0010195680000097281,640.5,102.48
122,Local,1728725,Goods & Services,,P051222425N,SBC KENYA LIMITED,28/08/2023,NBPSIN163362,0190431300000005697,12965.25,2074.44
123,Local,1728726,Goods & Services,,P051112721G,MERIT AFRICA LTD,30/08/2023,127503,0110164060000011274,15770,2523.2
124,Local,1728728,Goods & Services,,P051103075Q,DPL FESTIVE  LIMITED,26/08/2023,5395367,0020108540000256072,1055.31,168.85
125,Local,1728729,Goods & Services,,P051103075Q,DPL FESTIVE  LIMITED,26/08/2023,5395272,0020108550000328813,4032.5,645.2
126,Local,1728732,Goods & Services,,P000593584F,KENYA BREWERIES LTD,25/08/2023,9501459163,0110396000000058870,538450.69,86152.11
127,Local,1728733,Goods & Services,,P000608167F,HACO INDUSTRIES KENYA  LTD,22/08/2023,IN23080497,0190431310000006913,14033.75,2245.4
128,Local,1728734,Goods & Services,,P000623337P,GITHUNGURI DAIRY FARMERS,29/08/2023,P1870997/INV,0190431800000202529,2215.38,354.46
129,Local,1728735,Goods & Services,,P051152671V,NEW KCC LTD,30/08/2023,95120947,0190428740000101546,2138.25,342.12
130,Local,1728738,Goods & Services,,P000610226E,SUPERSLEEK LIMITED,29/08/2023,178520,0040075150000014755,8170.31,1307.25
131,Local,1728741,Goods & Services,,P000599641H,POLYTHENE INDUSTRIES LIMITED,25/08/2023,188650,0090969180000008849,59100,9456
132,Local,1728742,Goods & Services,,P051321533L,ROSAKIND EA LIMITED,25/08/2023,51965,0040762670000003466,14882.75,2381.24
133,Local,1728743,Goods & Services,,P000618594N,CHANDARIA INDUSTRIES LTD HENKEL C BRANDS,28/08/2023,1546480,0110167020000175402,40373.19,6459.71
134,Local,1728745,Goods & Services,,P051226518W,SALIM WAZARAN KENYA CO. LTD,24/08/2023,SDM-PSIO235008,0040095340000007501,32142.5,5142.8
135,Local,1728747,Goods & Services,,P051152671V,NEW KCC LTD,30/08/2023,95120944,0190428740000101543,1871.25,299.4
136,Local,1728748,Goods & Services,,P000609324W,KAPA OIL REFINERIES LTD,30/08/2023,90285643,0110168250000037317,169441.5,27110.64
137,Local,1728749,Goods & Services,,P051442392F,PONDERS LIMITED,22/08/2023,NBI-87421,0190429790000012544,49976.19,7996.19
138,Local,1728750,Goods & Services,,P000608167F,HACO INDUSTRIES KENYA  LTD,24/08/2023,IN23080570,0190431310000006997,22902.63,3664.42
139,Local,1728752,Goods & Services,,P051142408J,ZENKO KENYA LIMITED,21/08/2023,IN426208,0190433770000073707,65921.5,10547.44
140,Local,1728753,Goods & Services,,P000606255Y,ROSHNI DIST LTD  R D,15/08/2023,0351397,0110400270000011493,360649.19,57703.87
141,Local,1728754,Goods & Services,,P000591311A,EAST AFRICA UNILEVER  K  U L,24/08/2023,5230253660,0110161060000007820,112804.13,18048.66
142,Local,1728755,Goods & Services,,P000602343J,RADBONE CLARK  K  LTD,19/08/2023,270903,0010195890000024709,23634,3781.44
143,Local,1728756,Goods & Services,,P000611792U,GLACIER PRODUCTS LTD G P,21/08/2023,445725,0190979210000027460,10823.31,1731.73
144,Local,1728757,Goods & Services,,P000601924H,BIO FOOD PRODUCTS LTD,24/08/2023,1061541,0190979930000001753,13592.44,2174.79
145,Local,1728759,Goods & Services,,P051226518W,SALIM WAZARAN KENYA CO. LTD,25/08/2023,SDM-PS10235010,0040095340000007503,17267.25,2762.76
146,Local,1728760,Goods & Services,,P000599641H,POLYTHENE INDUSTRIES LIMITED,26/08/2023,188656,0090969180000008855,33200,5312
147,Local,1728761,Goods & Services,,P051137476I,HASBAH KENYA LTD,26/08/2023,NBIINV1078308,0090972930000024973,96089,15374.24
148,Local,1728763,Goods & Services,,P000608167F,HACO INDUSTRIES KENYA  LTD,23/08/2023,IN23080544,0190431310000006971,27627.94,4420.47
149,Local,1728764,Goods & Services,,P051152671V,NEW KCC LTD,29/08/2023,95119618,0190428630000011012,3440.63,550.5
150,Local,1728765,Goods & Services,,P051120507D,KIM FAY EAST AFRICA LTD,22/08/2023,IN586172,0110167480000042262,289719.81,46355.17
151,Local,1728766,Goods & Services,,P000623337P,GITHUNGURI DAIRY FARMERS,28/08/2023,Q00032873/INV,0190431670000066797,22496.44,3599.43
152,Local,1728768,Goods & Services,,P000596923C,EXCEL CHEMICALS LTD,23/08/2023,982832,0190434660000039891,29974.5,4795.92
153,Local,1728769,Goods & Services,,P051152671V,NEW KCC LTD,30/08/2023,95120887,0190428740000101489,1361.25,217.8
154,Local,1728770,Goods & Services,,P051697126Z,254 BREWING COMPANY LIMITED,05/08/2023,#INV-014969,0190443080000002904,4655.19,744.83
155,Local,1728771,Goods & Services,,P051216674J,DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,29/08/2023,9730264491,0040094810000166536,3569,571.04
156,Local,1728772,Goods & Services,,P000626429Y,EQUATOR BOTTLERS LIMITED,28/08/2023,1222325553,0110604290000015996,71911.69,11505.87
157,Local,1728773,Goods & Services,,P000593584F,KENYA BREWERIES LTD,18/08/2023,9501459087,0110396000000058813,372117.56,59538.81
158,Local,1728774,Goods & Services,,P051440901M,SIDDHAM BEVERAGES LIMITED,21/08/2023,78383,0190406900000007435,23132,3701.12
159,Local,1728775,Goods & Services,,P051120023Y,SUPER GIBS LTD,21/08/2023,36545,0040095970000002076,6517.25,1042.76
160,Local,1728776,Goods & Services,,P051393117S,WORLD BRANDS K LTD HQ,21/08/2023,061125,0040094050000012617,74262.69,11882.03
161,Local,1728777,Goods & Services,,P000591538Q,NEW WESTLAND STORES,18/08/2023,432633,0430205230000015701,37264.75,5962.36
162,Local,1728779,Goods & Services,,P051216674J,DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,28/08/2023,9730264023,0040094820000029839,24184.5,3869.52
163,Local,1728782,Goods & Services,,P051131217Z,KENYA WINE AGENCIES KWAL,22/08/2023,0000459190,0110144790000014177,202128.75,32340.6
164,Local,1728783,Goods & Services,,P051226518W,SALIM WAZARAN KENYA CO. LTD,25/08/2023,SDM-PSI0235022,0040095340000007515,82305,13168.8
165,Local,1728784,Goods & Services,,P051116172X,BROOKSIDE DAIRY,24/08/2023,2308250821,0040095420000354273,13611.81,2177.89
166,Local,1728788,Goods & Services,,P051691789U,TWIRL ENTERPRISES LTD,23/08/2023,4012,0190178920000001594,40293.13,6446.9
167,Local,1728790,Goods & Services,,P000591311A,EAST AFRICA UNILEVER  K  U L,26/08/2023,5230253815,0110161060000007949,123360.38,19737.66
168,Local,1728791,Goods & Services,,P051091807N,OSHO CHEMICAL INDUSTRIES LTD,20/08/2023,PSD0045316,HTTPS://ITAX.KRA.GO.KE/kra-pORTAL/INVOICEcHK.HTM?ACTIONcODE=LOADpAGE&INVOICEnO=0110167990000020108,3985.69,637.71
169,Local,1728792,Goods & Services,,P000596926F,KENCHIC FROZEN,24/08/2023,KSIN4687220,0020594590000077231,5624.31,899.89
170,Local,1728793,Goods & Services,,P000601680O,PEMBE FLOUR MILLS,22/08/2023,10318230,011039700000041914,6922.81,1107.65
171,Local,1728794,Goods & Services,,P051636912F,SAI PHARMACEUTICALS K LIMITED SR,24/08/2023,231000452,0110166380000007338,12213.88,1954.22
172,Local,1728795,Goods & Services,,P051098613Z,EQUATORIAL NUTS PROCESSORS LTD,23/08/2023,427233,0040227860000001121,5384.56,861.53
173,Local,1728796,Goods & Services,,P000623337P,GITHUNGURI DAIRY FARMERS,29/08/2023,P1870776 /INV,0190431800000202064,1077.75,172.44
174,Local,1728797,Goods & Services,,P051168946K,MOHANS OYSTERBAY DRINKS  KENYA,23/08/2023,16593,0010193420000012365,10319,1651.04
175,Local,1728798,Goods & Services,,P051100924G,KEVIAN KENYA LTD,24/08/2023,KKL02074418,0040092770000018563,23416.81,3746.69
176,Local,1728799,Goods & Services,,P051442392F,PONDERS LIMITED,24/08/2023,NKR-21454,0190978590000031201,93442.56,14950.81
177,Local,1728800,Goods & Services,,P051152671V,NEW KCC LTD,30/08/2023,95120472,0190428630000011570,2660.19,425.63
178,Local,1728801,Goods & Services,,P051147260Z,MANJI FOOD INDUSTRIES LTD,28/08/2023,NI2308000188,0171744520000001593,50880.63,8140.9
179,Local,1728802,Goods & Services,,P000611792U,GLACIER PRODUCTS LTD G P,14/08/2023,443857,0190438080000029671,4422.44,707.59
180,Local,1728804,Goods & Services,,P051226518W,SALIM WAZARAN KENYA CO. LTD,24/08/2023,SDM-PSI0234976,0040095340000007469,23359.69,3737.55
181,Local,1728805,Goods & Services,,P052073029R,NOBLE OUTLOOK LIMITED,22/08/2023,22303,0111778860000000921,149735.88,23957.74
182,Local,1728806,Goods & Services,,P051152671V,NEW KCC LTD,29/08/2023,95119933,0190428740000100976,12743.44,2038.95
183,Local,1728807,Goods & Services,,P051111186Z,OZ FOODS AND BEVERAGES LTD,28/08/2023,22261,0110606400000001116,19319.06,3091.05
184,Local,1728808,Goods & Services,,P051774772U,MOONSUN PICTURES INTER LTD,24/08/2023,W2023561,0170501730000001016,3000,480
185,Local,1728809,Goods & Services,,P000602343J,RADBONE CLARK  K  LTD,29/08/2023,271554,0010195890000025441,23462.5,3754
186,Local,1728811,Goods & Services,,P000593584F,KENYA BREWERIES LTD,25/08/2023,9501459161,0110396000000058864,173920.5,27827.28
187,Local,1728814,Goods & Services,,P052073029R,NOBLE OUTLOOK LIMITED,22/08/2023,22307,0111778860000000887,181730.69,29076.91
188,Local,1728815,Goods & Services,,P051647814J,MUSTY DISTRIBUTION LIMITED,28/08/2023,4100443566,0041176560000003144,78677.56,12588.41
189,Local,1728817,Goods & Services,,P000618594N,CHANDARIA INDUSTRIES LTD MACCOFFEE,28/08/2023,1543684,0110167020000173696,2738.06,438.09
190,Local,1728818,Goods & Services,,P051126512L,AQUAMIST LIMITED,29/08/2023,90234451,0110392400000070980,129112.81,20658.05
191,Local,1728819,Goods & Services,,P000624607O,HIGHLANDS DRINKS LIMITED,28/08/2023,372324974,0110164390000017974,1493.13,238.9
192,Local,1728820,Goods & Services,,P000624607O,HIGHLANDS DRINKS LIMITED,26/08/2023,372324,0110164390000017974,1250.88,200.14
193,Local,1728822,Goods & Services,,P051103075Q,DPL FESTIVE  LIMITED,28/08/2023,5396821,0020108540000256611,3145,503.2
194,Local,1728823,Goods & Services,,P051216674J,DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,29/08/2023,9730264552,0040094810000166482,3594.25,575.08
195,Local,1728824,Goods & Services,,P051115895J,KENAFRIC BAKERY LTD,30/08/2023,955418,0010195680000098587,264,42.24
196,Local,1728825,Goods & Services,,P051120507D,KIM FAY EAST AFRICA LTD,29/08/2023,IN587310,0110167480000043619,28444.75,4551.16
197,Local,1728827,Goods & Services,,P051112721G,MERIT AFRICA LTD,28/08/2023,127420,0110164060000011202,2100,336
198,Local,1728830,Goods & Services,,P051112721G,MERIT AFRICA LTD 2ND ACCOUNT SR,28/08/2023,127421,0110164060000011201,5100,816
199,Local,1728831,Goods & Services,,P051386713B,SUNVEAT FOODS LIMITED,28/08/2023,63773,0110159740000013579,19634.5,3141.52
200,Local,1728832,Goods & Services,,P051103075Q,DPL FESTIVE  LIMITED,29/08/2023,5401057,0020108550000331841,4263.81,682.21
201,Local,1728833,Goods & Services,,P000611792U,GLACIER PRODUCTS LTD 2ND,28/08/2023,447731,0190979290000016306,3620.94,579.35
202,Local,1728834,Goods & Services,,P051393117S,WORLD BRANDS K LTD HQ,29/08/2023,061415,0040094050000013043,17531.13,2804.98
203,Local,1728835,Goods & Services,,P051103075Q,DPL FESTIVE  LIMITED,29/08/2023,5398182,0020108550000330134,1568,250.88
204,Local,1728836,Goods & Services,,P051550904U,BUDGET MEALS COMPANY LTD,28/08/2023,0524,0040552120000000524,3272.88,523.66
205,Local,1728838,Goods & Services,,P000611792U,GLACIER PRODUCTS LTD G P,28/08/2023,447723,0190979210000028082,3530.19,564.83
206,Local,1728839,Goods & Services,,P051115895J,KENAFRIC BAKERY LTD,29/08/2023,954528,0010195680000098081,90,14.4
207,Local,1728840,Goods & Services,,P000601924H,BIO FOOD PRODUCTS LTD,29/08/2023,1065331,0190979930000002556,4067.56,650.81
208,Local,1728842,Goods & Services,,P051192619Q,SMART BRANDS LTD HQ,24/08/2023,IN-978620,0020115030000010097,34552.38,5528.38
209,Local,1728844,Goods & Services,,P051152671V,NEW KCC LTD,30/08/2023,95120748,0190428740000101359,3724.56,595.93
210,Local,1728845,Goods & Services,,P000623337P,GITHUNGURI DAIRY FARMERS,30/08/2023,P1870883/INV,0190431800000202225,3765.63,602.5
211,Local,1728847,Goods & Services,,P000623337P,GITHUNGURI DAIRY FARMERS,29/08/2023,P1871127 /INV,0190431800000202169,819.38,131.1
212,Local,1728848,Goods & Services,,P000601924H,BIO FOOD PRODUCTS LTD,30/08/2023,1062311,0190979930000002823,5515.88,882.54
213,Local,1728849,Goods & Services,,P051103075Q,DPL FESTIVE  LIMITED,29/08/2023,5401145,0020108550000331917,6841.69,1094.67
214,Local,1728850,Goods & Services,,P051697126Z,254 BREWING COMPANY LIMITED,26/08/2023,#INV-015194,0190443080000003101,13448.25,2151.72
215,Local,1728851,Goods & Services,,P051163873C,BOWIP AGENCIES LTD,29/08/2023,169730,0020115770000006179,26185.31,4189.65
216,Local,1728852,Goods & Services,,P051384496Q,LAKI LAKI LIMITED,30/08/2023,145016,0090541950000003374,16510.19,2641.63
217,Local,1728854,Goods & Services,,P051697126Z,254 BREWING COMPANY LIMITED,11/08/2023,#INV-015032,0190443080000002956,4344.81,695.17
218,Local,1728855,Goods & Services,,P051550904U,BUDGET MEALS COMPANY LTD,26/08/2023,0522,0040552120000000522,8004,1280.64
219,Local,1728856,Goods & Services,,P000611389V,P Z CUSSONS AND COMPANY LTD HQ,25/08/2023,112306640,0110167920000008524,67986.06,10877.77
220,Local,1728857,Goods & Services,,P051214883G,GREEN BUSH  E.A CO,30/08/2023,1288,0040241370000000134,10241.38,1638.62
221,Local,1728858,Goods & Services,,P051187194M,NORDA INDUSTRIES LTD.,29/08/2023,INV202312562,0110396260000019164,11012.31,1761.97
222,Local,1728859,Goods & Services,,P051187194M,NORDA INDUSTRIES LTD.,29/08/2023,INV202312568,0110396260000019171,3738.38,598.14
223,Local,1728860,Goods & Services,,P000601246G,TROPICAL HEAT LTD,29/08/2023,536749,0020001120000034630,94171.38,15067.42
224,Local,1728861,Goods & Services,,P051130675T,TOWFIQ  K  LIMITED HQ,30/08/2023,3133829,0020107030000321759,67214.75,10754.36
225,Local,1728863,Goods & Services,,P000623337P,GITHUNGURI DAIRY FARMERS,29/08/2023,P1871217/INV,0190431800000202417,814.13,130.26
226,Local,1728864,Goods & Services,,P051115895J,KENAFRIC BAKERY LTD,30/08/2023,955392,0010195680000098788,913.5,146.16
227,Local,1728865,Goods & Services,,P051092185B,PWANI OIL PRODUCTS LTD.,29/08/2023,2351005049,0010193960000056468,66526.88,10644.3
228,Local,1728867,Goods & Services,,P051697126Z,254 BREWING COMPANY LIMITED,19/08/2023,INV-015111,0190443080000003025,8896.56,1423.45
229,Local,1728868,Goods & Services,,P051126512L,AQUAMIST LIMITED,29/08/2023,90234492,0110392400000071033,28230.81,4516.93
230,Local,1728869,Goods & Services,,P000611756Q,COCA COLA NAIROBI BOTTLERS LIMITED,25/08/2023,1222319605,0110604280000066889,135947.06,21751.53
231,Local,1728870,Goods & Services,,P051124295A,MZURI SWEETS LIMITED,24/08/2023,1040054,0110396680000012532,15500.69,2480.11
232,Local,1728872,Goods & Services,,P051163873C,BOWIP AGENCIES LTD,29/08/2023,169720,0020115770000006169,8734.94,1397.59
233,Local,1728873,Goods & Services,,P051116668G,PORTCROSS LTD  PC.,26/08/2023,INV54293,0110167320000008291,30851.5,4936.24
234,Local,1728874,Goods & Services,,P051442392F,PONDERS LIMITED,22/08/2023,NBI-87417,0190429790000012547,10210.56,1633.69
235,Local,1728875,Goods & Services,,P051671866M,GROUPACO HOLDINGS LTD,22/08/2023,GHL 9941,0190436350000004057,5339,854.24
236,Local,1728876,Goods & Services,,P051697126Z,254 BREWING COMPANY LIMITED,12/08/2023,INV-015042,0190443080000002963,4448.25,711.72
237,Local,1728877,Goods & Services,,P051697126Z,254 BREWING COMPANY LIMITED,26/08/2023,INV-015193,0190443080000003100,4344.81,695.17
238,Local,1728878,Goods & Services,,P051174390B,EMETIC K  LTD SR,18/08/2023,27190,0010195570000002466,61385.75,9821.72
239,Local,1728879,Goods & Services,,P051672759R,SAVANNAH BRANDS COMPANY LIMITED,11/08/2023,49149,0020112050000014530,42459.06,6793.45
240,Local,1728880,Goods & Services,,P051174301I,C AND R FOOD INDUSTRIES LTD,24/08/2023,47170,0010193440000004143,33110.38,5297.66
241,Local,1728881,Goods & Services,,P051152671V,NEW KCC LTD,29/08/2023,95119474,0190420600000016905,993.13,158.9
242,Local,1728882,Goods & Services,,P000597694S,HOTPOINT APPLIANCES SR HQ,24/08/2023,IND407130,0020111410000037877,147410.38,23585.66
243,Local,1728883,Goods & Services,,P051129234X,LABOREX KENYA LTD,22/08/2023,00-754348-00,0040095360000124020,1428.63,228.58
244,Local,1728884,Goods & Services,,P051103075Q,DPL FESTIVE  LIMITED,29/08/2023,5401113,0020108550000331893,4492.88,718.86
245,Local,1728885,Goods & Services,,P051546060I,TAIFA  IMPORTS LIMITED,26/08/2023,IN-234306,0020115070000008133,27039.25,4326.28
246,Local,1728886,Goods & Services,,P051103075Q,DPL FESTIVE  LIMITED,27/08/2023,5396907,0020108540000256628,2780.75,444.92
247,Local,1728887,Goods & Services,,P051345577O,WEETABIX E.A LTD,29/08/2023,IF2308000360,0110396600000011332,11349.63,1815.94
248,Local,1728888,Goods & Services,,P051345577O,WEETABIX E.A LTD,29/08/2023,IL230800047,0110396600000011335,148869.38,23819.1
249,Local,1728889,Goods & Services,,P051697126Z,254 BREWING COMPANY LIMITED,23/08/2023,INV-015147,0190443080000003063,17896.56,2863.45
250,Local,1728890,Goods & Services,,P051165050T,GILANI GOURMET LTD,30/08/2023,22148,0110672010000004296,2000,320
251,Local,1728891,Goods & Services,,P000596926F,KENCHIC FROZEN,30/08/2023,KSIN4689597,0020594590000080590,15312.31,2449.97
252,Local,1728892,Goods & Services,,P051185361B,DOMAINE KENYA LTD,29/08/2023,000431,0430835760000000431,50314.69,8050.35
253,Local,1728893,Goods & Services,,P051576031E,KIRICHWA WATER LIMITED,29/08/2023,1451,0090179440000001451,11207,1793.12
254,Local,1728894,Goods & Services,,P051383023R,SANGARE GARDENS  LTD,26/08/2023,SGL/INV/AUG23/001201,0172168790000003501,7670.88,1227.34
255,Local,1728895,Goods & Services,,P051504929G,SOYS LIMITED,29/08/2023,2094343,0040092680000021154,23017.25,3682.76
256,Local,1728896,Goods & Services,,P000611685U,JAK INDUSTRIES LTD 2ND ACC SR,09/08/2023,26621,0430205880000001493,121698.88,19471.82
257,Local,1728897,Goods & Services,,P000592722P,FARMERS CHOICE LTD,28/08/2023,SI+N000296476,0090541490000064029,199783.06,31965.29
258,Local,1728898,Goods & Services,,P051691789U,TWIRL ENTERPRISES LTD,23/08/2023,3989,0190178920000001580,206103.44,32976.55
259,Local,1728899,Goods & Services,,P051163873C,BOWIP AGENCIES LTD,29/08/2023,169724,0020115770000006173,6355.63,1016.9
260,Local,1728900,Goods & Services,,P051187194M,NORDA INDUSTRIES LTD.,29/08/2023,INV202312563,0110396260000019165,8515.88,1362.54
261,Local,1728901,Goods & Services,,P051691789U,TWIRL ENTERPRISES LTD,23/08/2023,4001,0190178920000001579,44956.88,7193.1
262,Local,1728902,Goods & Services,,P051131217Z,KENYA WINE AGENCIES KWAL,22/08/2023,0000459220,0110144790000014210,40622.88,6499.66
263,Local,1728903,Goods & Services,,P051115895J,KENAFRIC BAKERY LTD,30/08/2023,955398,0010195680000098844,732,117.12
264,Local,1728904,Goods & Services,,P051126512L,AQUAMIST LIMITED,29/08/2023,90234212,0110392400000070739,33681.63,5389.06
265,Local,1728905,Goods & Services,,P051300089X,BLUE BUBBLE HOMECARE PRODUCTS,16/08/2023,BB-12923,0040421360000008732,60897.19,9743.55
266,Local,1728906,Goods & Services,,P000623337P,GITHUNGURI DAIRY FARMERS,29/08/2023,P1871193/INV,0190431800000202317,1663.56,266.17
267,Local,1728907,Goods & Services,,P051187194M,NORDA INDUSTRIES LTD.,29/08/2023,INV202312561,0110396260000019163,7565.44,1210.47
268,Local,1728908,Goods & Services,,P000601246G,TROPICAL HEAT LTD,29/08/2023,536750,0020001120000034629,23290.81,3726.53
269,Local,1728909,Goods & Services,,P000592659D,UNGA LTD,30/08/2023,910097888,0040095900000012725,2312.19,369.95
270,Local,1728910,Goods & Services,,P051151358Q,RAA LIMITED,22/08/2023,531061,0011040770000009092,15396,2463.36
271,Local,1728911,Goods & Services,,P051697126Z,254 BREWING COMPANY LIMITED,26/08/2023,INV-015191,0190443080000003098,13448.25,2151.72
272,Local,1728912,Goods & Services,,P000623337P,GITHUNGURI DAIRY FARMERS,29/08/2023,P1871126/INV,0190431800000202168,1458,233.28
273,Local,1728913,Goods & Services,,P000602343J,RADBONE CLARK  K  LTD,29/08/2023,271563,0010195890000025459,193338.38,30934.14
274,Local,1728914,Goods & Services,,P051152671V,NEW KCC LTD,30/08/2023,95120877,0190428740000101480,4352.13,696.34
275,Local,1728915,Goods & Services,,P051115895J,KENAFRIC BAKERY LTD,30/08/2023,955308,0010195680000098630,1566,250.56
276,Local,1728916,Goods & Services,,P051216674J,DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,30/08/2023,9730264504,0040094810000166446,1072.75,171.64
277,Local,1728917,Goods & Services,,A003566572H,CHER BEAUTY SHOP,30/08/2023,40276#,0432012890000000125,11379.31,1820.69
278,Local,1728918,Goods & Services,,P000611389V,P Z CUSSONS AND COMPANY LTD HQ,25/08/2023,112306632,0110167920000008516,28862.94,4618.07
279,Local,1728919,Goods & Services,,P000640321D,ONE STOP ENTERPRISE,11/08/2023,38848,0431566180000001522,13334,2133.44
280,Local,1728920,Goods & Services,,P051115895J,KENAFRIC BAKERY LTD,29/08/2023,954529,0010192830000066445,270,43.2
281,Local,1728921,Goods & Services,,P000592996L,DHARAMSHI LAKHAMSHI AND CO LTD,22/08/2023,70605,0190173170000002085,19602,3136.32
282,Local,1728922,Goods & Services,,P000601246G,TROPICAL HEAT LTD,28/08/2023,536222,0020001120000034089,233035,37285.6
283,Local,1728923,Goods & Services,,P000591311A,EAST AFRICA UNILEVER  K  U L,20/08/2023,5230253354,0110161060000007629,90257.69,14441.23
284,Local,1728924,Goods & Services,,P000607685K,GLAXOSMITHKLINE LTD,17/08/2023,9008929195,0040559040000002712,33755.19,5400.83
285,Local,1728925,Goods & Services,,P051152671V,NEW KCC LTD,29/08/2023,95119725,0190428760000004456,32006.19,5120.99
286,Local,1728926,Goods & Services,,P051137476I,HASBAH KENYA LTD CADBURY,26/08/2023,NBIINV1078301,0090972930000024966,48285.69,7725.71
287,Local,1728927,Goods & Services,,P051697126Z,254 BREWING COMPANY LIMITED,19/08/2023,#INV-015112,0190443080000003026,18000,2880
288,Local,1728929,Goods & Services,,P051112941M,HEALTHCARE DIRECT K LTD,28/08/2023,108771,0040073490000008086,1680,268.8
289,Local,1728932,Goods & Services,,P000592659D,UNGA LTD,22/08/2023,920060892,0040088650000004670,38563.63,6170.18
290,Local,1728934,Goods & Services,,P051115895J,KENAFRIC BAKERY LTD,30/08/2023,955391,0010195680000098606,576,92.16
291,Local,1728935,Goods & Services,,P051185361B,DOMAINE KENYA LTD,29/08/2023,000433,0430835760000000433,26185.31,4189.65
292,Local,1728936,Goods & Services,,P051163873C,BOWIP AGENCIES LTD,29/08/2023,169733,0020115770000006182,41513.5,6642.16
293,Local,1728937,Goods & Services,,P051187194M,NORDA INDUSTRIES LTD.,29/08/2023,INV202312560,0110396260000019162,9998.5,1599.76
294,Local,1728938,Goods & Services,,P051103075Q,DPL FESTIVE  LIMITED,30/08/2023,5401125,0020108550000331904,3369.88,539.18
295,Local,1728939,Goods & Services,,P000611792U,GLACIER PRODUCTS LTD G P,24/08/2023,446885,0190979210000027794,90177.25,14428.36
296,Local,1728940,Goods & Services,,P051530275C,RELIABLE FOOD AND LOGISTICS LIMITED,16/08/2023,INV54882,0040096760000008390,16783.25,2685.32
297,Local,1728941,Goods & Services,,P051414290D,JESSICA INTERNATIONAL,22/08/2023,3724,0210354770000000453,13333.44,2133.35
298,Local,1728942,Goods & Services,,P051146807W,NEW ITALYCOR LTD,21/08/2023,130784,0171505940000006501,7484.38,1197.5
299,Local,1728943,Goods & Services,,P000623337P,GITHUNGURI DAIRY FARMERS,28/08/2023,W0035736/INV,0190431670000066726,9600.25,1536.04
300,Local,1728944,Goods & Services,,P051116668G,PORTCROSS LTD  PC.,23/08/2023,INV54186,0110167320000008181,60647.75,9703.64
301,Local,1728945,Goods & Services,,P051504929G,SOYS LIMITED,22/08/2023,2093948,0040092680000020787,50948.25,8151.72
302,Local,1728946,Goods & Services,,P051340011A,MISS BEAUTY COMPANY LTD HQ,25/08/2023,MB-10969-2023,0110152390000001316,119326.5,19092.24
303,Local,1728947,Goods & Services,,P051096624B,FINSBURY TRADING LIMITED MSA,24/08/2023,NIN74158,0110399950000020846,29546.56,4727.45
304,Local,1728948,Goods & Services,,P000604356U,MIBISCO LTD,26/08/2023,MIB/94440,0430833590000022727,3193.88,511.02
305,Local,1728949,Goods & Services,,P051697126Z,254 BREWING COMPANY LIMITED,26/08/2023,#INV-015192,0190443080000003099,6620.69,1059.31
306,Local,1728950,Goods & Services,,P000607685K,GLAXOSMITHKLINE LTD,28/08/2023,9008944090,0040559040000002842,14906.88,2385.1
307,Local,1728951,Goods & Services,,P051152671V,NEW KCC LTD,29/08/2023,95120024,0190428740000101067,2784.31,445.49
308,Local,1728952,Goods & Services,,P051609019G,CALIBER FOODS LIMITED,28/08/2023,7146,0040016430000003637,11289.69,1806.35
